make_time,day_part,inhopper,stuffed_crust,product_line,quantity_sold,is_plan_ahead
11.233,4,4,0,Side,1,0
11.4,4,1,0,Side,1,0
11.4,4,2,0,Pizza,1,0
11.4,4,3,0,Pizza,1,0
13.15,4,1,0,Pizza,1,0
13.15,4,2,0,Side,1,0
7,4,1,0,Pizza,1,0
7,4,2,0,Dessert,1,0
16.633,4,1,0,Pizza,1,0
16.633,4,2,0,Side,1,0
13.233,4,1,0,Pizza,1,0
15.917,3,1,0,Beverage,1,0
15.917,3,2,0,Extra,1,0
15.917,3,3,0,Pizza,1,0
15.917,3,4,0,Pizza,1,0
15.917,3,5,0,Pizza,1,0
15.917,3,6,0,Side,1,0
18.783,3,7,0,Pizza,1,0
18.783,3,8,0,Pizza,1,0
18.05,4,1,0,Pizza,1,0
9.233,3,1,0,Pizza,1,0
10.767,1,1,0,Pizza,1,0
10.767,1,2,0,Side,1,0
10.767,1,3,0,Dessert,1,0
10.767,1,4,0,Beverage,1,0
9.15,4,1,0,Pizza,1,0
9.15,4,2,0,Side,1,0
9.5,4,1,0,Pizza,1,0
9.5,4,2,0,Side,1,0
10.133,4,1,0,Pizza,1,0
18.033,4,1,0,Extra,3,0
18.033,4,2,0,Pizza,3,0
18.033,4,3,0,Pizza,2,0
8.267,4,1,0,Pizza,1,0
8.267,4,2,0,Pizza,1,0
17.867,4,1,0,Side,1,0
17.867,4,2,0,Pizza,1,0
14.217,4,1,0,Sandwich,1,0
14.217,4,2,0,Dessert,1,0
12.917,2,1,0,Pizza,1,0
7.417,3,1,0,Pizza,1,0
7.417,3,2,0,Pizza,1,0
7.417,3,3,0,Pizza,1,0
7.417,3,4,0,Extra,1,0
6.733,3,1,0,Side,1,0
6.733,3,2,0,Beverage,1,0
6.733,3,3,0,Pizza,1,0
11.7,3,1,0,Pizza,1,0
210.267,4,1,0,Beverage,3,0
12.083,4,1,0,Pizza,1,0
12.083,4,2,0,Side,1,0
10.617,4,1,0,Pizza,1,0
10.617,4,2,0,Pizza,1,0
10.617,4,3,0,Side,1,0
9.35,1,1,0,Pizza,1,0
7.483,1,1,0,Pizza,1,0
4.983,2,1,0,Beverage,1,0
4.983,2,2,0,Beverage,1,0
4.983,2,3,0,Pizza,1,0
10.1,4,1,0,Pizza,1,0
10.1,4,2,0,Pizza,1,0
10.1,4,3,0,Dessert,1,0
15.967,2,1,0,Pizza,1,0
15.967,2,2,0,Pizza,1,0
10.733,5,1,0,Pizza,1,0
10.433,2,1,0,Pizza,1,0
19.267,4,1,0,Pizza,1,0
19.267,4,2,0,Pizza,1,0
8.333,4,1,0,Pizza,1,0
8.333,4,2,0,Pizza,1,0
0,4,1,0,Pizza,1,1
10.433,2,1,0,Beverage,1,0
10.433,2,2,0,Beverage,1,0
10.433,2,3,0,Pizza,1,0
11.317,1,1,0,Pizza,1,0
11.317,1,2,0,Pizza,1,0
10.167,3,1,1,Pizza,1,0
7.367,2,1,0,Beverage,1,0
7.367,2,2,0,Extra,4,0
7.367,2,3,0,Side,1,0
7.367,2,4,0,Pizza,1,0
12.217,1,1,0,Side,1,0
12.217,1,2,1,Pizza,1,0
12.217,1,3,1,Pizza,1,0
12.217,1,4,0,Extra,3,0
12.217,1,5,0,Extra,10,0
12.217,1,6,0,Extra,4,0
10.3,2,1,1,Pizza,1,0
9.25,4,1,0,Beverage,1,0
9.25,4,2,0,Pizza,1,0
15.983,4,1,0,Pizza,1,0
8.217,2,1,0,Side,1,0
8.217,2,2,0,Side,1,0
8.217,2,3,0,Extra,2,0
8.217,2,4,1,Pizza,1,0
8.467,4,1,1,Pizza,1,0
8.467,4,2,0,Pizza,1,0
17.583,1,1,0,Pizza,1,0
17.583,1,2,0,Pizza,1,0
17.583,1,3,0,Pizza,1,0
11.867,1,1,0,Beverage,1,0
11.867,1,2,0,Pizza,1,0
11.867,1,3,0,Pizza,1,0
13.8,4,1,0,Side,1,0
13.8,4,2,0,Pizza,1,0
13.8,4,3,0,Pizza,1,0
13.8,4,4,0,Pizza,1,0
10.083,3,1,1,Pizza,1,0
11.333,2,1,0,Beverage,1,0
11.333,2,2,0,Side,1,0
11.333,2,3,0,Side,1,0
11.333,2,4,0,Extra,3,0
11.333,2,5,0,Extra,3,0
9.833,4,1,0,Extra,2,0
9.833,4,2,0,Pizza,1,0
10.733,4,1,0,Side,1,0
10.733,4,2,0,Pizza,1,0
10.733,4,3,0,Pizza,1,0
12.983,2,1,0,Pizza,1,0
9.983,4,1,0,Pizza,1,0
9.983,4,2,0,Pizza,1,0
9.983,4,3,0,Side,1,0
9.817,4,1,0,Pizza,1,0
9.817,4,2,0,Pizza,1,0
7.633,3,1,0,Pizza,1,0
7.633,3,2,0,Beverage,1,0
5.167,2,1,0,Pizza,1,0
7.533,4,1,0,Beverage,1,0
7.533,4,2,0,Side,1,0
7.533,4,3,0,Pizza,1,0
8.067,1,1,0,Pizza,1,0
8.067,1,2,0,Pizza,1,0
7.3,4,1,0,Pizza,1,0
6.45,4,1,0,Pizza,1,0
6.95,3,1,0,Pizza,1,0
11.067,2,1,1,Pizza,1,0
11.067,2,2,0,Pizza,1,0
11.067,2,3,0,Side,1,0
11.067,2,4,0,Side,1,0
14.75,2,1,0,Sandwich,1,0
14.75,2,2,0,Sandwich,1,0
18.083,2,1,0,Beverage,1,0
18.083,2,2,0,Extra,10,0
18.083,2,3,0,Side,1,0
18.083,2,4,0,Side,1,0
18.083,2,5,0,Extra,10,0
18.083,2,6,0,Extra,15,0
18.083,2,7,0,Pizza,1,0
18.083,2,8,0,Pizza,1,0
15.583,1,1,0,Side,1,0
15.583,1,2,0,Pizza,1,0
15.583,1,3,0,Pizza,1,0
15.583,1,4,0,Beverage,1,0
15.583,1,5,0,Beverage,1,0
15.583,1,6,0,Beverage,1,0
5.15,1,1,0,Side,1,0
5.15,1,2,0,Beverage,1,0
8.317,4,1,0,Beverage,1,0
8.317,4,2,0,Side,1,0
8.317,4,3,0,Pizza,1,0
13.117,1,1,0,Dessert,1,0
13.117,1,2,0,Pizza,1,0
9.65,2,1,0,Sandwich,1,0
9.65,2,2,0,Sandwich,1,0
9.65,2,3,0,Sandwich,1,0
8.15,4,1,0,Pizza,1,0
8.15,4,2,0,Side,1,0
8.15,4,3,0,Extra,1,0
8.15,4,4,0,Extra,1,0
8.5,4,1,0,Pizza,1,0
10.817,3,1,0,Pizza,1,0
12.567,4,1,0,Pizza,1,0
12.567,4,2,0,Pizza,1,0
12.567,4,3,0,Side,1,0
12.567,4,4,0,Sandwich,1,0
11.083,1,1,0,Side,1,0
16.633,1,1,0,Extra,1,0
16.633,1,2,0,Side,1,0
16.633,1,3,0,Side,1,0
13.283,4,1,0,Side,1,0
13.283,4,2,0,Pizza,1,0
8.883,1,1,0,Pizza,1,0
8.883,1,2,0,Dessert,1,0
9.267,2,1,0,Pizza,1,0
8.083,1,1,0,Pizza,1,0
8.083,1,2,0,Pizza,1,0
6.617,4,1,0,Extra,1,0
6.617,4,2,0,Pizza,1,0
10.433,4,1,0,Pizza,1,0
10.683,2,1,0,Pizza,1,0
10.683,2,2,0,Pizza,1,0
20.233,4,1,0,Pizza,1,0
10.717,4,1,0,Pizza,1,0
10.717,4,2,0,Pizza,1,0
9.033,4,1,0,Sandwich,1,0
9.75,4,2,0,Pizza,1,0
9.75,4,3,0,Dessert,1,0
15.117,1,1,0,Pizza,1,0
15.117,1,2,0,Side,1,0
18.217,1,1,0,Pizza,1,0
18.217,1,2,0,Sandwich,1,0
11.35,4,1,0,Pizza,1,0
11.35,4,2,0,Pizza,1,0
11.35,4,3,0,Side,1,0
11.35,4,4,0,Pizza,1,0
10.95,3,1,0,Pizza,1,0
8.75,2,1,0,Side,1,0
8.75,2,2,0,Pizza,1,0
9.05,3,1,0,Side,1,0
9.05,3,2,0,Pizza,1,0
9.05,3,3,0,Pizza,1,0
15.667,4,1,0,Beverage,1,0
15.667,4,2,0,Pizza,1,0
15.667,4,3,0,Pizza,1,0
12.15,4,1,0,Side,1,0
12.15,4,2,0,Dessert,1,0
12.15,4,3,0,Pizza,1,0
7.983,2,1,0,Pizza,1,0
12,1,1,0,Pizza,7,1
12,1,2,0,Pizza,7,1
12,1,3,0,Pizza,11,1
14,1,1,0,Side,1,1
14,1,2,0,Pizza,1,1
14.15,4,1,0,Beverage,1,0
14.15,4,2,0,Side,1,0
14.15,4,3,0,Side,1,0
14.15,4,4,0,Pizza,1,0
14.15,4,5,0,Pizza,1,0
14.15,4,6,0,Dessert,1,0
10.45,4,1,0,Pizza,1,0
16.117,2,1,0,Side,1,0
16.117,2,2,0,Side,1,0
11.567,4,1,0,Pizza,1,0
11.567,4,2,0,Pizza,1,0
14.583,4,1,0,Beverage,1,0
14.583,4,2,0,Side,1,0
14.583,4,3,0,Pizza,1,0
14.583,4,4,0,Pizza,1,0
10.417,4,1,0,Pizza,1,0
10.417,4,2,0,Pizza,1,0
10.417,4,3,0,Pizza,1,0
14.617,4,1,0,Sandwich,1,0
14.617,4,2,0,Pizza,1,0
14.617,4,3,0,Pizza,1,0
14.617,4,4,0,Side,1,0
29.217,2,1,1,Pizza,1,0
29.217,2,2,0,Pizza,1,0
29.217,2,3,0,Beverage,1,0
7.467,2,1,0,Pizza,1,0
10.283,4,1,0,Side,1,0
10.283,4,2,0,Pizza,1,0
11.133,1,1,0,Sandwich,1,0
11.133,1,2,0,Pizza,1,0
11.133,1,3,1,Pizza,1,0
11.133,1,4,0,Side,1,0
8.267,4,1,0,Dessert,1,0
8.267,4,2,0,Pizza,1,0
11.15,2,1,0,Side,2,0
11.15,2,2,0,Beverage,1,0
7.517,2,1,0,Beverage,1,0
7.517,2,2,0,Beverage,1,0
7.517,2,3,1,Pizza,1,0
7.533,1,1,0,Sandwich,1,0
7.533,1,2,0,Side,1,0
7.533,1,3,0,Pizza,1,0
19.133,2,1,1,Pizza,1,0
19.133,2,2,0,Pizza,1,0
8.05,3,1,0,Dessert,1,0
8.05,3,2,0,Pizza,1,0
10.783,3,3,0,Extra,3,0
10.783,3,4,0,Extra,1,0
10.783,3,5,0,Extra,1,0
10.783,3,6,0,Extra,1,0
10.783,3,7,0,Pizza,1,0
8.6,1,1,0,Pizza,1,0
8.6,1,2,0,Pizza,1,0
8.6,1,3,0,Side,1,0
12.483,4,1,0,Pizza,1,0
12.483,4,2,0,Pizza,1,0
12.483,4,3,0,Side,1,0
12.483,4,4,0,Side,1,0
8.717,4,1,0,Pizza,1,0
8.717,4,2,0,Side,1,0
8.717,4,3,0,Side,1,0
8.717,4,4,0,Extra,1,0
10.617,4,1,0,Extra,1,0
10.617,4,2,0,Extra,3,0
10.617,4,3,0,Beverage,1,0
10.617,4,4,0,Extra,1,0
10.617,4,5,0,Extra,1,0
10.617,4,6,0,Side,1,0
10.617,4,7,0,Pizza,1,0
9.333,2,1,0,Side,1,0
9.333,2,2,0,Extra,2,0
9.333,2,3,0,Dessert,1,0
9.333,2,4,0,Beverage,1,0
9.333,2,5,0,Beverage,1,0
9.333,2,6,0,Sandwich,1,0
14.683,1,1,0,Extra,4,0
14.683,1,2,0,Extra,4,0
14.683,1,3,0,Side,1,0
14.683,1,4,0,Pizza,1,0
14.683,1,5,0,Pizza,1,0
14.683,1,6,0,Side,1,0
14.683,1,7,0,Pizza,1,0
11.433,2,1,0,Pizza,2,0
11.433,2,2,0,Pizza,1,0
19.133,4,1,0,Sandwich,1,0
19.133,4,2,0,Pizza,1,0
11,1,1,0,Pizza,1,0
11,1,2,0,Pizza,1,0
11,1,3,0,Pizza,1,0
31.467,1,1,0,Extra,2,0
31.467,1,2,1,Pizza,1,0
31.467,1,3,1,Pizza,1,0
15.183,4,1,0,Pizza,1,0
15.183,4,2,0,Pizza,1,0
15.183,4,3,0,Pizza,1,0
15.017,1,1,0,Side,1,0
15.017,1,2,1,Pizza,1,0
11.083,4,1,0,Beverage,1,0
11.083,4,2,0,Pizza,1,0
11.083,4,3,1,Pizza,1,0
10.317,3,1,0,Beverage,1,0
10.317,3,2,0,Sandwich,1,0
10.317,3,3,0,Sandwich,1,0
10.317,3,4,0,Sandwich,1,0
19.017,5,1,0,Pizza,2,0
9.5,4,1,0,Pizza,1,0
17.417,1,1,0,Side,1,0
17.417,1,2,0,Pizza,1,0
17.417,1,3,0,Pizza,1,0
12.133,1,4,0,Pizza,1,0
12.133,1,5,0,Pizza,1,0
8.783,4,1,0,Pizza,1,0
8.783,4,2,0,Pizza,1,0
18.783,2,1,0,Pizza,1,0
18.783,2,2,0,Pizza,1,0
18.783,2,3,0,Pizza,1,0
18.783,2,4,0,Pizza,1,0
18.783,2,5,0,Pizza,1,0
18.783,2,6,0,Pizza,1,0
8.783,4,1,0,Pizza,1,0
6.283,3,1,0,Pizza,1,0
6.883,1,1,0,Pizza,1,0
6.883,1,2,0,Pizza,1,0
14.483,4,1,0,Beverage,1,0
14.483,4,2,0,Extra,1,0
14.483,4,3,0,Pizza,1,0
14.483,4,4,0,Side,1,0
14.483,4,5,0,Pizza,1,0
14.483,4,6,0,Side,1,0
27.133,5,1,0,Pizza,1,0
26.533,2,1,0,Pizza,1,0
26.533,2,2,0,Pizza,1,0
0,4,1,0,Pizza,1,0
14.867,4,1,0,Beverage,1,0
14.867,4,2,0,Pizza,1,0
14.867,4,3,0,Pizza,1,0
11.133,5,1,0,Pizza,1,0
9.85,4,1,0,Extra,2,0
9.85,4,2,0,Extra,2,0
9.85,4,3,0,Side,1,0
9.85,4,4,0,Side,1,0
12.15,4,1,0,Beverage,1,0
12.15,4,2,0,Side,1,0
12.15,4,3,0,Pizza,2,0
13.983,4,1,0,Pizza,1,0
13.983,4,2,0,Side,1,0
26.8,3,1,0,Extra,4,0
26.8,3,2,0,Side,1,0
26.8,3,3,0,Pizza,1,0
26.8,3,4,0,Pizza,1,0
23.767,4,1,0,Side,1,0
23.767,4,2,0,Pizza,1,0
13.983,4,1,0,Beverage,1,0
13.983,4,2,0,Side,1,0
13.983,4,3,0,Pizza,1,0
13.983,4,4,0,Pizza,1,0
7.733,3,1,0,Pizza,1,0
7.983,1,1,0,Pizza,1,0
7.983,1,2,0,Side,1,0
0,4,1,0,Pizza,1,0
23.483,4,1,0,Extra,2,0
23.483,4,2,0,Pizza,1,0
23.483,4,3,0,Pizza,1,0
14.9,4,1,0,Pizza,1,0
7.483,3,1,0,Pizza,1,0
6.9,4,1,0,Pizza,1,0
13.45,1,1,0,Beverage,1,0
13.45,1,2,0,Side,1,0
13.45,1,3,0,Pizza,1,0
6.1,1,1,0,Pizza,1,0
0,2,1,0,Pizza,1,1
15.683,4,1,0,Extra,1,0
15.683,4,2,0,Pizza,1,0
11,3,1,0,Pizza,1,0
11,3,2,0,Side,1,0
9.083,4,1,0,Dessert,1,0
9.083,4,2,0,Pizza,1,0
11.233,4,1,0,Pizza,1,0
14.933,4,1,0,Dessert,1,0
14.933,4,2,0,Pizza,1,0
14.933,4,3,0,Pizza,1,0
14.933,4,4,0,Pizza,1,0
10.383,1,1,0,Extra,2,0
10.383,1,2,0,Extra,2,0
10.383,1,3,0,Side,1,0
10.383,1,4,0,Pizza,1,0
13.15,2,1,0,Extra,2,0
13.15,2,2,0,Pizza,1,0
13.15,2,3,0,Side,1,0
7.117,1,1,0,Beverage,1,0
7.117,1,2,0,Pizza,1,0
9.033,3,1,0,Pizza,1,0
14.283,1,1,0,Pizza,1,0
14.283,1,2,0,Pizza,1,0
14.283,1,3,0,Pizza,1,0
7.933,2,1,0,Pizza,1,0
8.233,3,1,0,Extra,1,0
8.233,3,2,0,Side,1,0
8.233,3,3,0,Pizza,1,0
9.883,1,1,0,Pizza,2,1
9.883,1,2,0,Pizza,2,1
9.883,1,3,0,Pizza,2,1
9.883,1,4,0,Pizza,2,1
15.433,4,1,0,Pizza,1,0
14.483,4,1,0,Pizza,1,0
12.367,3,1,0,Side,1,0
12.367,3,2,0,Pizza,1,0
12.367,3,3,0,Pizza,1,0
8.417,1,1,0,Pizza,1,0
14.667,4,1,0,Beverage,1,0
14.667,4,2,0,Dessert,1,0
14.667,4,3,0,Pizza,1,0
14.667,4,4,0,Pizza,1,0
14.667,4,5,0,Pizza,1,0
14.667,4,6,0,Side,1,0
7.967,1,1,0,Pizza,1,0
9.567,3,1,0,Side,1,0
9.567,3,2,0,Pizza,1,0
9.567,3,3,0,Pizza,1,0
7.333,2,1,0,Pizza,1,0
7.983,4,1,0,Pizza,1,0
13.1,4,1,0,Pizza,1,0
13.1,4,2,0,Pizza,1,0
13.1,4,3,0,Pizza,1,0
15.517,2,1,0,Pizza,1,0
15.517,2,2,0,Side,1,0
15.517,2,3,0,Beverage,1,0
17,1,1,0,Pizza,1,0
17,1,2,0,Beverage,1,0
17.117,1,1,0,Pizza,1,0
17.117,1,2,0,Pizza,1,0
17.117,1,3,0,Side,1,0
17.117,1,4,0,Side,1,0
17.117,1,5,0,Extra,4,0
17.117,1,6,0,Extra,2,0
17.117,1,7,0,Beverage,1,0
17.117,1,8,0,Extra,3,0
17.117,1,9,0,Extra,4,0
8.983,4,1,0,Pizza,1,0
8.983,4,2,0,Beverage,2,0
16.35,4,1,0,Pizza,1,0
16.35,4,2,0,Pizza,1,0
16.35,4,3,0,Side,1,0
16.35,4,4,0,Extra,1,0
7.517,1,1,0,Pizza,1,0
21.35,4,1,0,Pizza,1,0
21.35,4,2,0,Pizza,1,0
21.35,4,3,0,Pizza,1,0
9.233,4,1,0,Beverage,1,0
9.233,4,2,0,Pizza,1,0
6.717,4,1,0,Pizza,1,0
7.933,2,1,0,Pizza,1,0
9.317,2,1,0,Pizza,1,0
9.317,2,2,0,Dessert,1,0
9.317,2,3,0,Beverage,1,0
17.833,4,1,0,Pizza,1,0
17.833,4,2,0,Dessert,1,0
8.233,4,1,0,Pizza,1,0
9.95,4,1,0,Pizza,1,0
9.95,4,2,0,Pizza,1,0
10.983,4,1,0,Pizza,1,0
12.183,1,1,0,Pizza,2,0
8.483,4,1,0,Pizza,1,0
8.633,4,1,0,Pizza,1,0
8.633,4,2,0,Dessert,1,0
9.85,1,1,0,Pizza,1,0
9.85,1,2,0,Side,1,0
13.45,1,1,0,Pizza,1,0
13.45,1,2,0,Pizza,1,0
13.45,1,3,0,Dessert,1,0
8.883,1,1,0,Pizza,1,0
13.567,4,1,0,Pizza,1,0
10.633,4,1,0,Pizza,1,0
8.717,4,1,0,Pizza,1,0
8.717,4,2,0,Side,1,0
9,2,1,0,Pizza,1,0
7.733,4,1,0,Pizza,1,0
9.867,4,1,0,Non-Edible,1,0
9.867,4,2,0,Pizza,1,0
9.867,4,3,0,Extra,2,0
9.867,4,4,0,Extra,2,0
9.867,4,5,0,Dessert,1,0
9.867,4,6,0,Beverage,1,0
9.867,4,7,0,Extra,1,0
13.9,4,1,0,Pizza,1,0
13.9,4,2,0,Side,1,0
13.9,4,3,0,Extra,2,0
13.9,4,4,0,Extra,2,0
13.9,4,5,0,Extra,3,0
9.25,4,1,0,Pizza,1,0
9.25,4,2,0,Dessert,1,0
11.333,1,1,0,Sandwich,1,0
11.333,1,2,0,Sandwich,1,0
11.333,1,3,0,Pizza,1,0
11.333,1,4,0,Side,1,0
6.633,4,1,0,Beverage,1,0
6.633,4,2,0,Side,1,0
6.633,4,3,0,Pizza,1,0
13.3,4,4,0,Pizza,1,0
13.3,4,5,0,Pizza,1,0
13.3,4,6,0,Side,1,0
13.3,4,7,0,Dessert,1,0
10.45,4,5,0,Pizza,1,0
10.45,4,6,0,Side,1,0
10.45,4,7,0,Extra,1,0
10.45,4,8,0,Extra,3,0
10.45,4,9,0,Sandwich,1,0
9.583,4,1,0,Pizza,1,0
9.583,4,2,0,Pizza,1,0
0,2,1,0,Pizza,1,1
0,2,2,0,Pizza,1,1
0,2,3,0,Pizza,2,1
8.6,4,1,0,Pizza,1,0
8.433,3,1,0,Pizza,1,0
8.1,4,1,0,Pizza,1,0
9.567,4,1,0,Side,1,0
9.567,4,2,0,Pizza,1,0
9.567,4,3,0,Pizza,1,0
9.567,4,4,0,Pizza,1,0
0,1,1,0,Pizza,1,1
0,1,2,0,Pizza,1,1
11.75,1,1,0,Pizza,1,0
17,4,1,0,Pizza,1,0
12.4,4,1,0,Pizza,1,0
9.267,4,1,0,Pizza,1,0
9.267,4,2,0,Pizza,1,0
9.267,4,3,0,Beverage,1,0
8.133,3,1,0,Side,1,0
12.55,4,1,0,Side,1,0
12.55,4,2,0,Pizza,1,0
6.883,3,1,0,Pizza,1,0
17.517,4,1,0,Pizza,1,0
17.517,4,2,0,Pizza,1,0
17.517,4,3,0,Dessert,1,0
20.683,1,1,0,Pizza,1,0
20.683,1,2,0,Pizza,1,0
20.683,1,3,0,Pizza,1,0
12.6,4,1,0,Pizza,1,0
12.6,4,2,0,Pizza,1,0
10.767,3,1,0,Beverage,1,0
10.767,3,2,0,Side,1,0
10.767,3,3,0,Pizza,1,0
15.617,4,1,0,Side,1,0
15.617,4,2,0,Pizza,1,0
14.667,4,1,0,Pizza,1,0
14.667,4,2,0,Side,1,0
9.367,1,1,0,Pizza,1,0
9.367,1,2,0,Dessert,1,0
9.367,1,3,0,Pizza,1,0
18.717,4,1,0,Pizza,1,0
12.9,1,1,0,Side,2,0
12.9,1,2,0,Beverage,1,0
9.617,1,1,0,Pizza,1,0
9.617,1,2,0,Side,1,0
9.617,1,3,0,Beverage,1,0
8.383,1,1,0,Pizza,1,0
8.383,1,2,0,Pizza,1,0
11.35,4,1,0,Pizza,1,0
8.733,4,1,0,Beverage,1,0
8.733,4,2,0,Pizza,1,0
6.8,5,1,0,Side,1,0
6.8,5,2,0,Dessert,1,0
8.6,1,1,0,Side,1,0
7.2,4,1,0,Side,1,0
7.2,4,2,0,Pizza,1,0
19.233,4,1,0,Pizza,1,0
8.817,4,1,0,Pizza,1,0
8.817,4,2,1,Pizza,1,0
14.983,1,1,1,Pizza,1,0
14.983,1,2,1,Pizza,1,0
14.983,1,3,0,Side,1,0
14.983,1,4,0,Side,1,0
14.983,1,5,0,Dessert,1,0
14.983,1,6,0,Beverage,1,0
14.983,1,7,0,Sandwich,1,0
29.85,4,1,1,Pizza,1,0
29.85,4,2,0,Pizza,1,0
29.85,4,3,0,Side,1,0
16.717,4,1,0,Pizza,1,0
16.717,4,2,1,Pizza,1,0
16.717,4,3,0,Dessert,1,0
22.75,4,1,0,Pizza,1,0
22.75,4,2,0,Pizza,1,0
22.75,4,3,0,Side,1,0
22.75,4,4,0,Beverage,1,0
45.8,1,1,0,Pizza,1,0
8.717,1,1,0,Pizza,1,0
8.717,1,2,0,Extra,2,0
8.717,1,3,0,Extra,1,0
8.717,1,4,1,Pizza,1,0
8.717,1,5,0,Side,1,0
7.017,3,1,0,Pizza,1,0
7.017,3,2,0,Beverage,2,0
8.667,4,1,0,Pizza,1,0
8.667,4,2,0,Side,1,0
8.667,4,3,0,Beverage,1,0
8.45,1,1,0,Pizza,1,0
6.433,4,1,1,Pizza,1,0
6.433,4,2,0,Beverage,1,0
53.333,1,1,0,Pizza,1,1
53.333,1,2,0,Side,1,1
53.333,1,3,0,Extra,4,1
53.333,1,4,0,Extra,1,1
10.45,3,1,0,Side,1,0
10.45,3,2,0,Extra,1,0
10.45,3,3,0,Pizza,1,0
13,1,1,0,Pizza,1,0
13,1,2,0,Pizza,1,0
13,1,3,0,Pizza,1,0
13,1,4,0,Pizza,1,0
13,1,5,0,Extra,3,0
13,1,6,0,Extra,2,0
8.517,1,1,0,Pizza,1,0
12.7,4,1,0,Pizza,1,0
12.7,4,2,1,Pizza,1,0
12.7,4,3,0,Side,1,0
12.7,4,4,0,Beverage,1,0
8.167,1,1,0,Pizza,1,0
8.167,1,2,0,Side,1,0
7.05,4,1,0,Pizza,1,0
7.367,2,1,0,Pizza,1,0
7.367,2,2,0,Pizza,1,0
13.2,4,1,0,Pizza,1,0
13.2,4,2,0,Beverage,1,0
9.483,4,1,0,Pizza,1,0
9.483,4,2,0,Pizza,1,0
23.3,4,1,0,Side,1,0
23.3,4,2,0,Pizza,1,0
10.267,4,1,0,Pizza,1,0
16.867,4,1,0,Extra,3,0
16.867,4,2,0,Pizza,1,0
16.867,4,3,0,Side,1,0
7.3,3,1,0,Pizza,1,0
12.383,4,1,0,Side,1,0
12.383,4,2,0,Pizza,1,0
17.367,1,1,0,Pizza,1,0
17.367,1,2,0,Pizza,1,0
17.367,1,3,0,Pizza,1,0
17.367,1,4,0,Pizza,1,0
5.267,3,1,0,Beverage,1,0
5.267,3,2,0,Side,1,0
5.267,3,3,0,Pizza,1,0
12.833,2,1,0,Pizza,1,0
8.867,4,1,0,Pizza,1,0
11.933,4,1,0,Pizza,1,0
10.367,4,1,0,Extra,2,0
10.367,4,2,0,Extra,4,0
10.367,4,3,0,Extra,2,0
10.367,4,4,0,Side,1,0
10.367,4,5,0,Side,1,0
10.367,4,6,0,Pizza,1,0
10.367,4,7,0,Pizza,1,0
10.367,4,8,0,Pizza,1,0
10.367,4,9,0,Side,1,0
10.367,4,10,0,Side,1,0
12.65,4,1,0,Pizza,1,0
12.033,4,1,0,Beverage,1,0
12.033,4,2,0,Pizza,1,0
7.75,4,1,0,Pizza,1,0
7.75,4,2,0,Pizza,1,0
8.817,1,1,0,Beverage,1,0
8.817,1,2,0,Side,1,0
8.817,1,3,0,Pizza,1,0
6.617,4,1,0,Pizza,1,0
38.717,2,1,0,Pizza,1,0
38.717,2,2,0,Side,1,0
38.717,2,3,0,Side,1,0
38.717,2,4,0,Side,1,0
38.717,2,5,0,Beverage,5,0
38.717,2,6,0,Pizza,1,0
16.35,3,1,0,Pizza,1,0
10.067,4,1,0,Pizza,1,0
10.067,4,2,0,Dessert,1,0
10.067,4,3,0,Beverage,1,0
13.333,4,1,0,Beverage,1,0
13.333,4,2,0,Extra,2,0
13.333,4,3,0,Side,1,0
13.333,4,4,0,Pizza,1,0
13.333,4,5,0,Pizza,1,0
7.95,2,1,0,Side,1,0
12.917,1,1,0,Pizza,1,0
12.917,1,2,0,Side,1,0
12.917,1,3,0,Dessert,1,0
10.25,4,1,0,Pizza,1,0
10.25,4,2,0,Side,1,0
31.083,4,1,0,Pizza,1,0
31.083,4,2,0,Side,1,0
31.083,4,3,0,Extra,3,0
31.083,4,4,0,Extra,9,0
4.75,2,1,0,Pizza,1,0
9.567,4,1,0,Side,1,0
9.567,4,2,0,Pizza,1,0
9.567,4,3,0,Pizza,1,0
7.95,1,1,0,Pizza,1,0
7.95,1,2,0,Pizza,1,0
25.233,3,1,0,Pizza,1,0
25.233,3,2,0,Pizza,1,0
25.233,3,3,0,Beverage,1,0
0,1,1,0,Beverage,1,0
9.333,2,1,0,Pizza,1,0
9.333,2,2,0,Beverage,1,0
10.4,4,1,0,Pizza,1,0
11.267,3,1,0,Sandwich,1,0
11.45,4,1,0,Beverage,1,0
11.45,4,2,0,Pizza,1,0
12.683,1,1,0,Pizza,1,0
11.567,1,1,0,Pizza,1,0
7.75,4,1,0,Extra,2,0
7.75,4,2,0,Pizza,1,0
7.75,4,3,0,Dessert,1,0
13.667,4,1,0,Sandwich,1,0
13.667,4,2,0,Sandwich,1,0
7.017,3,1,0,Extra,4,0
7.017,3,2,0,Extra,3,0
7.017,3,3,0,Pizza,1,0
7.017,3,4,0,Extra,3,0
7.017,3,5,0,Extra,3,0
0,2,1,0,Pizza,1,1
0,2,2,0,Side,1,1
0,2,3,0,Pizza,1,1
0,2,4,0,Side,1,1
0,2,5,0,Pizza,1,1
0,2,6,0,Pizza,1,1
0,2,7,0,Pizza,1,1
0,2,8,0,Pizza,1,1
0,2,9,0,Pizza,1,1
8.867,4,1,0,Pizza,1,0
8.867,4,2,0,Pizza,1,0
9.95,4,1,0,Pizza,1,0
23.683,4,1,0,Extra,2,0
23.683,4,2,0,Pizza,1,0
23.683,4,3,0,Side,1,0
